produkt_id,indeks,nazwa,kategoria,jednostka_miary,cena_zakupu,cena_sprzedazy,stawka_vat,ean,producent,status,data_utworzenia
508,PRD-11295,Cross-platform regional productivity,Odczynniki,pcs,3758.92,6354.76,23,7271752623202,Grupa Armata Sp. z o.o. Sp.k.,aktywny,2026-03-18
509,PRD-79462,Balanced uniform benchmark,Aparatura,szt,2752.78,4780.25,23,9563878878289,Fundacja Wąsek-Zera i syn s.c.,aktywny,2025-12-05
510,PRD-59592,Polarized static capacity,Aparatura,szt,1178.62,1483.41,23,8782501837554,Chromy S.A.,aktywny,2024-12-21
511,PRD-48297,Monitored asynchronous orchestration,Aparatura,szt,1516.89,1658.78,23%,2822197069385,Pochopień-Murach i syn s.c.,aktywny,2021-09-28
512,PRD-77732,Realigned coherent neural-net,Szkło laboratoryjne,szt,2175.21,2598.77,23,9814177866480,Spółdzielnia Lemke,aktywny,2024-07-18
513,PRD-79924,Focused tertiary collaboration,Podłoża mikrobiologiczne,szt,3361.57,3864.36,23,5963372225200,Fundacja Skocz-Smoter i syn s.c.,aktywny,2022-12-24
514,PRD-25331,Future-proofed object-oriented project,Aparatura,sztuka,2325.55,3791.31,23,3405259916658,Kuszyk-Sutor s.c.,aktywny,2024-03-29
515,PRD-27353,Mandatory motivating complexity,Podłoża mikrobiologiczne,szt,1935.19,1343.09,23,8575970256702,Grupa Kaszkowiak-Posmyk Sp.k.,aktywny,2023-10-22
516,PRD-38446,Multi-layered fresh-thinking workforce,Podłoża mikrobiologiczne,szt,3788.86,6636.15,23,2738347491125,Nałęcz Sp.j.,aktywny,2025-01-17
517,PRD-51300,Extended real-time project,Sprzęt laboratoryjny,szt,1882.17,2074.38,23,5368269742893,Grupa Sochaj s.c.,aktywny,2026-01-09
518,PRD-89929,Down-sized 3rdgeneration toolset,,szt,1544.97,1932.33,23,4872399536010,Stowarzyszenie Borzych Sp.j.,aktywny,2024-07-27
519,PRD-62052,Innovative tangible budgetary management,Odczynniki,szt,965.12,1278.8,23,4308609699406,Spółdzielnia Harasimiuk,aktywny,2025-10-21
520,PRD-13957,Realigned maximized encoding,Odczynniki,szt,3519.26,4461.4,23,5467127139767,Fundacja Garncarz-Łosiak S.A.,aktywny,2026-01-15
521,PRD-53128,Monitored radical artificial intelligence,Materiały zużywalne,opak,3343.89,4274.95,23,9610239110007,PPUH John-Małyszka Sp. z o.o.,aktywny,2025-08-07
522,PRD-87131,Enhanced exuding projection,Szkło laboratoryjne,szt.,3425.57,3691.76,23,8340025795989,Gabinety Moniuszko-Wilma Sp.j.,aktywny,2021-04-26
523,PRD-61034,Front-line well-modulated project,Materiały zużywalne,szt,2414.6,3195.59,23 %,9433490254211,FPUH Graboń Sp.j.,nieaktywny,2023-03-04
524,PRD-50000,Polarized composite system engine,Podłoża mikrobiologiczne,szt,2440.35,2734.58,23,22813710406,Stowarzyszenie Przeniosło,aktywny,2025-10-30
525,PRD-80966,Sharable fault-tolerant customer loyalty,Podłoża mikrobiologiczne,szt,826.35,1423.6,23,2699005556119,Gabinety Bukowiec,nieaktywny,2026-05-18
526,PRD-24353,Secured maximized model,Podłoża mikrobiologiczne,szt,3461.63,3687.1,23,9743155095015,Spółdzielnia Halik i syn s.c.,nieaktywny,2024-01-29
527,PRD-38125,Multi-tiered high-level leverage,,szt,1720.11,2630.64,23,9846278441847,Ruchała Sp.j.,aktywny,2026-03-27
528,PRD-18959,Versatile transitional function,Podłoża mikrobiologiczne,szt,1827.98,2541.7,23,8467740850701,Doroszuk-Pietraszkiewicz i syn s.c.,nieaktywny,2021-09-09
529,PRD-33729,Synergistic secondary analyzer,Sprzęt laboratoryjny,szt,1551.89,2218.78,23,5348268613850,Jeszka-Szałata Sp. z o.o.,aktywny,2021-05-06
530,PRD-53491,Virtual directional flexibility,Aparatura,szt,479.27,598.02,23,8904541903911,FPUH Wiatrak-Cygal Sp. z o.o. Sp.k.,nieaktywny,2021-10-18
531,PRD-72529,De-engineered explicit leverage,Podłoża mikrobiologiczne,szt,3763.85,5038.95,23,2176099120471,Gabinety Milej-Szałas Sp.k.,aktywny,2022-03-03
532,PRD-25423,Assimilated uniform application,Sprzęt laboratoryjny,szt,3364.86,5014.1,23,9632237855975,Stowarzyszenie Sroga-Wocial Sp. z o.o.,aktywny,2026-07-19
533,PRD-31575,Operative tangible help-desk,Materiały zużywalne,szt,0,3533.62,23,8116241916116,Spółdzielnia Aleksa Sp.j.,aktywny,2026-07-02
534,PRD-55570,De-engineered executive concept,Podłoża mikrobiologiczne,szt,1172.35,1863.19,23,6891743308795,Fundacja Milka i syn s.c.,aktywny,2022-09-22
535,PRD-46451,Team-oriented client-driven capacity,Sprzęt laboratoryjny,szt.,1863.47,2273.77,23,4575200902078,Stowarzyszenie Moneta,aktywny,2024-02-27
536,PRD-74752,Distributed 5thgeneration definition,Odczynniki,szt.,1476.8,1997.62,23,8654161107978,Gabinety Pierzak S.A.,aktywny,2023-06-04
537,PRD-22514,Business-focused radical task-force,Materiały zużywalne,szt,1024.8,1621.74,23%,6376224171879,Iciek Sp. z o.o. Sp.k.,aktywny,2021-03-22
538,PRD-68269,Self-enabling analyzing attitude,Materiały zużywalne,szt,2986.65,3744.65,0.23,1792036196734,Spółdzielnia Gwara,aktywny,2021-12-08
539,PRD-15288,Front-line bi-directional strategy,Aparatura,szt,208.41,284.92,23,9553888078928,Dziurla Sp.j.,aktywny,2025-03-02
540,PRD-83638,Enterprise-wide contextually-based infrastructure,Szkło laboratoryjne,szt,2098.6,2457.45,23,6376405827122,Grupa Bekus,aktywny,2022-11-14
541,PRD-87160,Pre-emptive full-range instruction set,Podłoża mikrobiologiczne,szt,2971.85,3696.88,23,3626798595982,Gabinety Fikus-Kubaczyk Sp. z o.o.,aktywny,2024-10-05
542,PRD-88192,Sharable asymmetric model,Aparatura,szt,464.06,784.04,0.23,4430345941184,Spółdzielnia Kuder,aktywny,2025-02-17
543,PRD-46157,Face-to-face didactic groupware,Aparatura,szt,2526.12,4314.06,23,9947989802892,PPUH Cuch-Wakuła Sp.j.,nieaktywny,2025-09-25
544,PRD-97424,Integrated cohesive complexity,Podłoża mikrobiologiczne,szt,3346.08,5275.71,23,9519784139556,PPUH Jajko-Brózda i syn s.c.,nieaktywny,2021-03-25
545,PRD-86935,Virtual secondary task-force,Podłoża mikrobiologiczne,sztuka,3358.83,4339.48,23,3515544555320,PPUH Krzysztofek,aktywny,2021-03-05
546,PRD-74954,Synergized intangible solution,Aparatura,szt,3185.4,5000.76,23,4428774666570,Gabinety Sutor i syn s.c.,aktywny,2020-07-31
547,PRD-47942,Configurable heuristic encryption,Sprzęt laboratoryjny,szt,3072.56,3472.34,23,1355196544268,Grupa Garbacik-Greszta S.A.,aktywny,2022-04-30
548,PRD-17716,Optional zero administration complexity,Odczynniki,szt,1404.03,2478.91,23,3127269458030,Fundacja Klus,aktywny,2021-09-03
549,PRD-50000,Vision-oriented disintermediate initiative,Aparatura,szt,1638.99,2208.76,23,3595672601919,Grupa Kolbusz,aktywny,2020-07-25
550,PRD-68704,Up-sized dedicated circuit,Szkło laboratoryjne,opak,1754.09,3145.01,23%,2805899371944,PPUH Oleszko-Lizurej Sp. z o.o.,aktywny,2022-12-12
551,PRD-63796,Triple-buffered scalable approach,Materiały zużywalne,szt,2966.45,3839.61,23,9068939170450,Stowarzyszenie Miecznik Sp.j.,aktywny,2020-10-27
552,PRD-81795,Open-source asymmetric project,Podłoża mikrobiologiczne,szt,2751.78,3324.13,23,9568892223396,Stowarzyszenie Kujawiak,nieaktywny,2025-02-14
553,PRD-32013,Organized motivating matrix,Aparatura,szt,1850.11,2130.62,23,3529884539007,Potoczek-Wojniak Sp.k.,aktywny,2024-01-21
554,PRD-93931,Inverse foreground firmware,Sprzęt laboratoryjny,szt,990.07,1092.94,23,2174993761550,Waloszczyk Sp. z o.o. Sp.k.,aktywny,2024-01-09
555,PRD-73241,Enhanced secondary encryption,Sprzęt laboratoryjny,szt,3982.47,4996.14,23,8363014749934,Trzop s.c.,aktywny,2023-09-24
556,PRD-77157,Proactive radical circuit,Sprzęt laboratoryjny,szt,1538.88,2155.27,23,8667393502773,Starostka Sp.j.,aktywny,2024-12-09
557,PRD-55995,Organic high-level workforce,Odczynniki,szt,2776.35,3139.01,23,7911396017168,PPUH Zyguła,nieaktywny,2023-03-23
558,PRD-71769,Secured dedicated function,Sprzęt laboratoryjny,szt,1033.18,1628.48,23,3719294402697,Maron-Lizurej Sp.j.,aktywny,2021-03-07
559,PRD-60315,Reverse-engineered 3rdgeneration focus group,Aparatura,szt,3263.07,5169.22,23,8140105790053,Gabinety Hutnik,nieaktywny,2023-10-09
560,PRD-93220,User-centric zero-defect secured line,Sprzęt laboratoryjny,szt,2625.66,3395.61,23,3758561785876,Gabinety Guziak-Miąsko Sp.k.,aktywny,2021-11-01
561,PRD-84081,Monitored context-sensitive migration,Materiały zużywalne,szt,2767.97,3761.41,23,6889350444301,PPUH Tadla S.A.,aktywny,2022-06-05
562,PRD-66929,Managed logistical customer loyalty,Odczynniki,szt,3780.47,5388.81,23,1213311824740,Fularczyk-Mostek i syn s.c.,aktywny,2021-04-26
563,PRD-14197,Profound bandwidth-monitored definition,Materiały zużywalne,szt,962.84,1709.29,23,4944725958780,Krzempek-Wielądek S.A.,aktywny,2023-01-24
564,PRD-83127,Grass-roots global encryption,Podłoża mikrobiologiczne,szt,1515.77,2508.36,23,7771274031059,Wawrzynowicz-Wawszczyk S.A.,aktywny,2024-04-13
565,PRD-24445,Optimized fault-tolerant attitude,Materiały zużywalne,szt,3329.47,3829.01,23,1528792690762,Kolanek-Zioła i syn s.c.,aktywny,2024-06-16
566,PRD-11100,Phased eco-centric adapter,Materiały zużywalne,szt,2664.05,4758.88,23,7571069178106,PPUH Maszczyk-Chomiak Sp.k.,aktywny,2025-01-10
567,PRD-44987,Persevering cohesive approach,Materiały zużywalne,szt,2128.75,3655.3,23,3225190815703,Bastek-Wysota Sp. z o.o.,aktywny,2024-05-30
568,PRD-81586,Inverse asynchronous initiative,Szkło laboratoryjne,szt,3713.9,5533.75,23%,6596057488569,Kiszczak S.A.,aktywny,2022-03-31
569,PRD-66477,De-engineered fresh-thinking attitude,Odczynniki,opak,3497.65,4319.18,23,7734659008883,Fudalej Sp.k.,aktywny,2024-04-24
570,PRD-21454,Cross-group high-level help-desk,Aparatura,szt,2663.72,2922.58,23,7390705700283,PPUH Matula,aktywny,2022-10-23
571,PRD-87065,Proactive actuating website,Materiały zużywalne,szt,1901.11,2739.0,23,2177756824834,Stowarzyszenie Wisła-Nawój Sp. z o.o.,aktywny,2022-06-30
572,PRD-42922,Future-proofed coherent collaboration,Materiały zużywalne,szt,1820.1,2181.23,23,9667216449805,Stowarzyszenie Gendek,aktywny,2022-05-07
573,PRD-64640,Integrated asynchronous artificial intelligence,Odczynniki,szt,452.43,793.31,23,5876491742083,PPUH Stosio-Wiese i syn s.c.,aktywny,2021-06-03
574,PRD-66561,Multi-layered background capacity,Materiały zużywalne,szt,1282.78,2249.84,23,3659651029474,Spółdzielnia Uss,aktywny,2021-12-27
575,PRD-68936,Automated mobile throughput,,szt,3388.18,5567.28,23,2668637993131,Grupa Szwałek-Łodyga i syn s.c.,nieaktywny,2020-08-01
576,PRD-24174,Fully-configurable upward-trending hardware,Sprzęt laboratoryjny,szt,433.31,626.57,23,2273211824072,Mitoraj Sp.k.,aktywny,2023-08-13
577,PRD-88786,User-friendly directional superstructure,Podłoża mikrobiologiczne,szt,179.02,300.76,0.23,5330405373082,PPUH Piguła,aktywny,2023-12-12
578,PRD-94919,Virtual asymmetric pricing structure,Podłoża mikrobiologiczne,szt,2217.44,3599.42,23,3104025903313,Grupa Danel Sp.k.,aktywny,2025-01-23
579,PRD-88836,Proactive web-enabled functionalities,Sprzęt laboratoryjny,szt,2063.73,2921.52,23,1321485506121,Fundacja Hajduga,aktywny,2020-09-09
580,PRD-76567,Object-based intermediate website,Odczynniki,szt,1322.15,2037.15,23,3124061069767,Romaniak-Syldatk Sp.k.,aktywny,2022-09-19
581,PRD-13298,Streamlined clear-thinking focus group,Materiały zużywalne,szt,870.44,1379.04,23,1588384617298,Spółdzielnia Gruchot i syn s.c.,aktywny,2021-10-26
582,PRD-54446,Optional bottom-line synergy,,szt,2781.04,4783.08,23,4894290672115,Spółdzielnia Szczot i syn s.c.,aktywny,2026-05-15
583,PRD-87504,Compatible static secured line,,szt,2884.03,4449.97,23%,2709691134101,FPUH Knysak-Gamrat Sp.k.,aktywny,2025-03-18
584,PRD-27969,Optional disintermediate functionalities,Podłoża mikrobiologiczne,szt,2275.74,3103.01,23,3826410974159,Zysk-Bork i syn s.c.,nieaktywny,2023-10-26
585,PRD-65315,Adaptive logistical Internet solution,Materiały zużywalne,szt,3623.34,6420.9,23,9895496547006,Bojczuk Sp. z o.o.,aktywny,2024-06-12
586,PRD-61975,Implemented coherent approach,Sprzęt laboratoryjny,szt,2266.1,3847.75,23,9040400289030,PPUH Gabrych,aktywny,2023-07-23
587,PRD-44532,Switchable human-resource middleware,Szkło laboratoryjne,szt,2489.47,4151.66,0.23,6646698217700,FPUH Klemens,aktywny,2022-06-28
588,PRD-29481,Operative radical knowledge user,Odczynniki,szt,1558.23,2643.51,23,4939535952197,Grupa Kohut S.A.,aktywny,2023-06-21
589,PRD-50000,Synergized didactic solution,Aparatura,szt,2981.62,3956.86,23,3112572878079,Grupa Soroko Sp. z o.o.,aktywny,2024-12-09
590,PRD-77146,User-friendly well-modulated parallelism,Podłoża mikrobiologiczne,szt,1420.92,2398.46,23,4711266427463,Gieroń Sp. z o.o.,aktywny,2024-06-06
591,PRD-75707,Configurable executive task-force,Szkło laboratoryjne,szt,-3398.21,4340.89,23,6112712288423,FPUH Prokopczyk i syn s.c.,aktywny,2025-01-07
592,PRD-60543,Business-focused upward-trending data-warehouse,Sprzęt laboratoryjny,szt,1086.33,1172.8,23,4342871667219,Spółdzielnia Stachów-Tyniec s.c.,aktywny,2022-01-07
593,PRD-13010,Progressive motivating open architecture,Aparatura,szt.,0,5184.9,23,3602733755098,Łodej s.c.,nieaktywny,2026-01-16
594,PRD-34425,Expanded 5thgeneration focus group,Aparatura,szt,1545.26,1731.49,23,7389963350254,FPUH Koral Sp.j.,aktywny,2024-02-26
595,PRD-50000,Fully-configurable next generation model,Podłoża mikrobiologiczne,szt,2178.63,2481.3,23,4519742875884,Wielgos s.c.,aktywny,2024-01-23
596,PRD-38737,Phased tertiary monitoring,Materiały zużywalne,szt,3538.63,3811.47,23,90334914136,Grupa Anioła,aktywny,2024-07-07
597,PRD-26381,Synergized heuristic instruction set,,szt,2260.57,3946.75,23,1267026640690,Grupa Gorol-Siewiera Sp. z o.o.,aktywny,2024-11-08
598,PRD-33301,Switchable optimizing implementation,Materiały zużywalne,szt,1494.69,1293.66,23,24104023237,Fundacja Grzesiek,aktywny,2025-09-12
599,PRD-41456,Realigned national task-force,Aparatura,szt,1745.19,2046.1,23,5151252847694,Ciećko-Kozon S.A.,aktywny,2022-07-05
600,PRD-43333,Progressive 5thgeneration access,Odczynniki,szt,1882.69,2302.57,23,4622944171332,Spółdzielnia Waloszczyk Sp.j.,aktywny,2024-06-02
601,PRD-71643,Diverse 24hour success,Szkło laboratoryjne,szt,3861.18,5892.49,23,3830523962747,Grupa Tekiela-Pryszcz i syn s.c.,nieaktywny,2022-01-23
602,PRD-69552,Implemented local collaboration,Aparatura,szt,3576.6,3803.04,23,1472331124903,Podgórny-Janczarek Sp. z o.o. Sp.k.,aktywny,2023-11-18
603,PRD-27500,Operative executive adapter,Podłoża mikrobiologiczne,szt,1454.6,2524.65,23,5704218681361,PPUH Kochman Sp.k.,aktywny,2024-08-25
604,PRD-94218,Up-sized transitional time-frame,Materiały zużywalne,szt,2669.45,3358.65,23,5340908488004,Oleksak S.A.,aktywny,2020-11-25
605,PRD-41238,Business-focused zero administration initiative,,szt,2973.22,3537.27,23,3176260880781,Fundacja Stanclik-Mazek i syn s.c.,aktywny,2025-05-24
606,PRD-71428,Right-sized optimal product,,sztuka,3352.73,5402.29,23,1878909860293,Stowarzyszenie Tokarek-Toma Sp. z o.o. Sp.k.,aktywny,2025-04-16
607,PRD-43686,Monitored executive portal,Aparatura,szt,2560.73,4531.92,23,3390728045696,Spółdzielnia Giersz-Zbylut Sp. z o.o.,aktywny,2021-08-26
608,PRD-48702,Fundamental human-resource matrices,,szt,322.49,549.64,23,5052521993791,PPUH Myszak,aktywny,2023-04-30
609,PRD-32730,Optional homogeneous moderator,Aparatura,opak,2968.01,5000.02,23,8862136308446,FPUH Feluś-Raźny Sp. z o.o. Sp.k.,aktywny,2025-11-22
610,PRD-94456,Cloned next generation Graphical User Interface,Sprzęt laboratoryjny,szt,3144.46,5077.36,23,5973281883576,Grupa Niechciał Sp.j.,aktywny,2024-03-13
611,PRD-90735,Innovative heuristic Internet solution,Sprzęt laboratoryjny,szt,850.91,1037.67,23 %,5639139915101,Zmarzły Sp.k.,aktywny,2026-01-30
612,PRD-50000,Robust high-level initiative,Aparatura,szt,1910.19,3108.78,23,7370519923140,Kiepura-Niedźwiadek i syn s.c.,aktywny,2024-05-11
613,PRD-96293,Cross-group motivating application,Szkło laboratoryjne,kpl,196.37,352.75,23,4282833663745,Spółdzielnia Pawełkiewicz S.A.,aktywny,2023-09-20
614,PRD-14567,Ameliorated uniform alliance,Sprzęt laboratoryjny,szt,2107.69,2895.93,23,7660252925094,Łyś-Bytner i syn s.c.,aktywny,2023-02-21
615,PRD-80022,Monitored interactive groupware,Aparatura,szt,2331.83,3141.39,23,4102245139038,Szłapa-Ufniarz Sp.j.,aktywny,2020-09-25
616,PRD-47402,Triple-buffered mission-critical matrices,Aparatura,szt,3033.69,4996.08,23,5340324065590,Buława-Przewłoka S.A.,aktywny,2026-03-14
617,PRD-72233,Cross-platform homogeneous methodology,Odczynniki,szt,3167.42,4064.77,23,7746880201681,Fundacja Ostasz-Huber i syn s.c.,aktywny,2023-04-20
618,PRD-54608,Diverse intangible benchmark,Sprzęt laboratoryjny,szt,2731.47,3231.99,23,1960522057564,Stowarzyszenie Łasica,aktywny,2024-02-12
619,PRD-65009,Polarized systematic collaboration,Podłoża mikrobiologiczne,szt,1245.39,1383.52,23,9343598487334,Cichos Sp. z o.o.,aktywny,2023-10-23
620,PRD-94521,Digitized empowering secured line,Aparatura,szt,1648.98,2952.28,23,2201702240772,Kuśka Sp. z o.o. Sp.k.,aktywny,2026-05-09
621,PRD-64298,Implemented global Graphic Interface,Podłoża mikrobiologiczne,szt,3150.65,3816.81,23,2382633759024,Pieczarka Sp. z o.o.,aktywny,2024-03-17
622,PRD-93520,Mandatory explicit parallelism,Materiały zużywalne,szt,2475.51,3138.78,23,3377632800431,Krasa Sp.k.,aktywny,2021-04-13
623,PRD-67439,Up-sized 5thgeneration secured line,Sprzęt laboratoryjny,szt,463.49,681.43,23,65525800919,PPUH Cieniuch-Jakóbiak S.A.,nieaktywny,2021-02-19
624,PRD-38018,Re-contextualized modular initiative,Aparatura,szt,354.1,446.37,23,3419881296385,Spółdzielnia Mazek s.c.,aktywny,2022-10-06
625,PRD-59685,Polarized client-driven function,Materiały zużywalne,sztuka,2023.2,3310.87,23,9683899280052,Grupa Kruzel S.A.,aktywny,2021-07-09
626,PRD-92793,Advanced dedicated website,Sprzęt laboratoryjny,szt,2833.46,4152.34,0.23,3378528397518,Spółdzielnia Front,aktywny,2021-12-10
627,PRD-43491,Face-to-face zero administration secured line,Sprzęt laboratoryjny,szt.,-97.85,104.96,23,7949504942014,Kiełek Sp. z o.o.,aktywny,2021-07-09
628,PRD-54590,Reduced attitude-oriented frame,Odczynniki,szt,1290.64,1668.18,23,7995210163202,Szmelter-Snoch s.c.,aktywny,2020-09-18
629,PRD-44756,Integrated regional definition,Podłoża mikrobiologiczne,szt,2656.88,2805.51,23,7214560284121,Kloch Sp.k.,aktywny,2025-12-25
630,PRD-96370,Universal even-keeled benchmark,Sprzęt laboratoryjny,szt,3601.34,4518.5,23,6156714303407,PPUH Matejuk Sp.k.,aktywny,2024-12-23
631,PRD-26843,Open-source foreground flexibility,Szkło laboratoryjne,szt,1697.04,2677.64,23,4489730825682,Gabinety Goss S.A.,aktywny,2024-06-06
632,PRD-70915,Profound regional methodology,Sprzęt laboratoryjny,szt,464.29,530.79,23,6840051467936,Koterba-Dziechciarz s.c.,aktywny,2022-12-29
633,PRD-40803,Robust homogeneous complexity,Materiały zużywalne,szt,3459.26,4296.45,23,9149408469767,Wieczerzak-Czupryna Sp.j.,aktywny,2025-07-29
634,PRD-37875,Vision-oriented fresh-thinking product,Materiały zużywalne,szt,2720.98,3872.72,23,7825261726552,Grupa Bitner S.A.,aktywny,2024-04-24
635,PRD-16303,De-engineered dynamic alliance,Sprzęt laboratoryjny,szt,2130.47,3007.33,23,2226924477467,Dzierwa-Mikłaszewicz Sp. z o.o. Sp.k.,aktywny,2025-06-19
636,PRD-50000,Automated holistic implementation,Aparatura,szt,2399.07,2981.01,23,4206741775143,Fundacja Oziębło i syn s.c.,aktywny,2020-11-22
637,PRD-96554,Customer-focused contextually-based hierarchy,Szkło laboratoryjne,szt,3822.51,5197.47,23%,1621036508192,Galos Sp. z o.o. Sp.k.,aktywny,2023-07-10
638,PRD-64041,Programmable non-volatile support,Szkło laboratoryjne,szt,3985.81,5360.03,23,9752125207861,Sobolak Sp. z o.o. Sp.k.,aktywny,2023-08-15
639,PRD-21809,Customer-focused multi-state product,Aparatura,szt,1900.9,3127.44,23,3997611146813,Burzec-Kurzac s.c.,aktywny,2023-02-21
640,PRD-96040,Advanced global architecture,Sprzęt laboratoryjny,szt,1476.17,2018.51,23,1887921551045,Fundacja Raźniak Sp. z o.o.,aktywny,2024-06-18
641,PRD-85080,Triple-buffered needs-based website,Materiały zużywalne,szt,3029.89,4060.49,23,3541397125778,Reimann S.A.,aktywny,2024-03-18
642,PRD-59775,Extended optimal capacity,Aparatura,szt,2130.42,3399.59,23,6631590669153,PPUH Jędrys Sp. z o.o. Sp.k.,aktywny,2025-11-17
643,PRD-17259,Visionary even-keeled matrix,Podłoża mikrobiologiczne,szt,3878.49,6281.03,23,4094520582956,Grupa Han-Ogonek Sp.j.,aktywny,2023-01-26
644,PRD-70457,Ergonomic intangible artificial intelligence,Aparatura,szt,2611.57,3324.92,23,8304562644982,Spółdzielnia Kuk,aktywny,2021-05-13
645,PRD-44119,Object-based reciprocal Graphic Interface,Szkło laboratoryjne,szt,737.74,984.26,23,5161531404869,Gabinety Kadela-Liss i syn s.c.,aktywny,2024-12-26
646,PRD-67854,Horizontal exuding framework,Materiały zużywalne,sztuka,708.34,1254.86,23,5498111145235,Kołaczek-Dzierżak S.A.,aktywny,2020-12-26
647,PRD-89318,Fundamental system-worthy open architecture,Materiały zużywalne,szt,2334.36,2562.48,23,8056597450109,Helak-Haraburda s.c.,aktywny,2020-09-28
648,PRD-61127,Object-based content-based success,Sprzęt laboratoryjny,szt,251.35,338.17,23,1949147365333,Bieleń i syn s.c.,aktywny,2021-06-04
649,PRD-76901,Persistent disintermediate Local Area Network,Aparatura,szt,1558.42,1702.36,23,9821474123240,Morka Sp. z o.o. Sp.k.,aktywny,2022-11-07
650,PRD-35612,Balanced directional archive,Podłoża mikrobiologiczne,szt,2964.88,3922.42,23,9382614244378,Słupik Sp. z o.o.,aktywny,2023-04-28
651,PRD-30983,Total coherent implementation,Aparatura,szt,2419.39,3202.47,23,3872847096005,FPUH Lampa i syn s.c.,aktywny,2024-02-11
652,PRD-67759,Decentralized empowering toolset,Aparatura,szt,2325.08,3390.19,23,6884368000997,Damian i syn s.c.,aktywny,2026-05-09
653,PRD-14840,Fully-configurable static orchestration,Aparatura,szt,2372.93,3762.68,23,49018153398,Grupa Kukieła Sp. z o.o.,aktywny,2021-08-20
654,PRD-33996,Assimilated empowering knowledgebase,Aparatura,szt,1306.0,2060.68,23,40979264880,Fiutak s.c.,aktywny,2023-05-01
655,PRD-23745,Re-contextualized value-added capability,Sprzęt laboratoryjny,szt,871.48,1369.58,23,3267659450427,Marko s.c.,aktywny,2022-09-29
656,PRD-50000,Seamless clear-thinking superstructure,Sprzęt laboratoryjny,szt,0,2351.28,23,5389732908534,Gabinety Kulis,aktywny,2023-10-12
657,PRD-20956,Switchable systematic policy,Podłoża mikrobiologiczne,szt,307.59,438.25,23,4037683964931,Sakwa-Godzisz Sp.k.,aktywny,2024-10-03
658,PRD-64221,Pre-emptive incremental open architecture,Odczynniki,szt,257.18,383.93,23,8664252837262,FPUH Kyc-Mzyk Sp. z o.o. Sp.k.,aktywny,2024-08-24
659,PRD-30334,Cloned 6thgeneration definition,Sprzęt laboratoryjny,szt,1347.31,2021.0,23,7484080862222,Grupa Makles,aktywny,2022-01-05
660,PRD-74257,Cross-group dedicated system engine,Podłoża mikrobiologiczne,szt,2764.76,3573.1,23,4429261572592,Wisz Sp. z o.o.,aktywny,2022-04-03
661,PRD-33243,Customizable next generation productivity,Szkło laboratoryjne,szt,3072.28,4486.15,23,4920997562841,Mierzwiak Sp. z o.o.,aktywny,2024-07-23
662,PRD-67518,Mandatory attitude-oriented standardization,Szkło laboratoryjne,szt.,3802.34,5541.44,23,9760068839292,Kurtyka-Skrzecz Sp.k.,aktywny,2022-09-25
663,PRD-95055,Customizable leadingedge parallelism,Aparatura,kpl,1406.25,2431.53,23,9522504983095,Laszczyk Sp. z o.o. Sp.k.,nieaktywny,2025-02-28
664,PRD-75383,Organized 5thgeneration middleware,Materiały zużywalne,szt,2107.36,2702.38,23,5872263986958,Fundacja Krzysiek,aktywny,2024-02-27
665,PRD-78147,Re-engineered value-added focus group,Sprzęt laboratoryjny,szt,140.14,219.09,23,3164512784978,Białka Sp.j.,nieaktywny,2024-07-09
666,PRD-81608,Persevering bandwidth-monitored frame,Odczynniki,szt,2905.27,3157.91,23,6559750051628,Fundacja Daraż-Piegza Sp. z o.o.,aktywny,2024-01-15
667,PRD-13350,Ameliorated dedicated benchmark,Podłoża mikrobiologiczne,szt,3276.21,5754.57,23,6955735153309,Gabinety Zawartka,aktywny,2020-09-10
668,PRD-10197,Multi-channeled well-modulated info-mediaries,Szkło laboratoryjne,szt,1283.64,1357.97,23,9557380746368,Stowarzyszenie Kuk,aktywny,2023-06-22
669,PRD-87105,De-engineered well-modulated collaboration,Sprzęt laboratoryjny,szt,1018.29,1401.61,23,8511703582355,Stowarzyszenie Pinda Sp.j.,aktywny,2024-11-12
670,PRD-53318,Right-sized encompassing utilization,Sprzęt laboratoryjny,szt,3144.29,3998.78,23,4860900818203,Freitag Sp.k.,aktywny,2025-07-16
671,PRD-63532,Future-proofed 4thgeneration definition,Sprzęt laboratoryjny,szt,1773.53,2851.51,23,3745119315019,Tonder-Mirończuk Sp. z o.o. Sp.k.,aktywny,2025-05-20
672,PRD-25000,Fundamental regional product,Szkło laboratoryjne,szt,3679.91,4333.84,23,2309642343665,PPUH Deszcz-Mirończuk Sp. z o.o.,aktywny,2022-08-04
673,PRD-82012,Robust discrete encryption,Podłoża mikrobiologiczne,szt.,878.22,1113.26,23,5309994255560,Grupa Cięciwa-Proch Sp.j.,aktywny,2024-01-26
674,PRD-25113,User-friendly reciprocal forecast,Szkło laboratoryjne,szt,205.86,364.93,23,1151568504298,Lisik i syn s.c.,aktywny,2020-08-07
675,PRD-64618,Self-enabling impactful framework,Odczynniki,szt,1013.73,1163.68,23,9412227372464,Bitner i syn s.c.,aktywny,2025-05-07
676,PRD-56583,Networked 3rdgeneration definition,Szkło laboratoryjne,szt,659.56,730.15,23,8930600470037,Prostak-Dering i syn s.c.,aktywny,2025-02-25
677,PRD-51560,Organized grid-enabled emulation,Szkło laboratoryjne,szt,1513.71,2238.94,23,2638773332743,Kułach Sp.k.,aktywny,2023-11-25
